"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"1041","FName1041","LName1041","8/2/2000","Male","MBA","1141","Street3","Brigade Towers","Mumbai","400001","9003427746","Microsoft","17562.76"
"1042","FName1042","LName1042","9/2/2000","Male","B.Tech","1142","Street4","Shoba Lake Apts","Pune","600001","9003427756","Apple","71425.01"
"1043","FName1043","LName1043","10/2/2000","Female","M.Tech","1143","Street5","Kingpin Apts","Bangalore","560102","9003427758","Infosys","16717.98"
"1044","FName1044","LName1044","11/2/2000","Female","BBA","1144","Street2","Prestige Lake City","Hyderabad","560102","9003427758","Google","20483.47"
"1045","FName1045","LName1045","12/2/2000","Female","BE","1145","Street1","ABC Building","Chennai","560102","9003427762","Intel","77174.07"
"1046","FName1046","LName1046","13-02-2000","Male","B.Com","1146","Street4","Shoba Lake Apts","Pune","600001","9003427767","Apple","85562.75"
"1047","FName1047","LName1047","14-02-2000","Female","B.Sc","1147","Street3","Brigade Towers","Mumbai","400001","9003427769","Microsoft","70112.36"
"1048","FName1048","LName1048","15-02-2000","Female","BCA","1148","Street2","Prestige Lake City","Hyderabad","560102","9003427771","Google","116308.33"
"1049","FName1049","LName1049","16-02-2000","Male","MCA","1149","Street5","Kingpin Apts","Bangalore","560102","9003427781","Infosys","37164.66"
"1050","FName1050","LName1050","17-02-2000","Female","MBA","1150","Street1","ABC Building","Chennai","560102","9003427787","Intel","54348.01"
"1051","FName1051","LName1051","18-02-2000","Male","B.Tech","1151","Street5","Kingpin Apts","Bangalore","560102","9003427793","Infosys","32411.27"
"1052","FName1052","LName1052","19-02-2000","Male","M.Tech","1152","Street2","Prestige Lake City","Hyderabad","560102","9003427797","Google","40488.75"
"1053","FName1053","LName1053","20-02-2000","Female","BBA","1153","Street3","Brigade Towers","Mumbai","400001","9003427801","Microsoft","88949.57"
"1054","FName1054","LName1054","21-02-2000","Female","BE","1154","Street4","Shoba Lake Apts","Pune","600001","9003427806","Apple","50771.72"
"1055","FName1055","LName1055","22-02-2000","Female","B.Com","1155","Street1","ABC Building","Chennai","560102","9003427812","Intel","35404.66"
"1056","FName1056","LName1056","23-02-2000","Male","B.Sc","1156","Street2","Prestige Lake City","Hyderabad","560102","9003427819","Google","47782.83"
"1057","FName1057","LName1057","24-02-2000","Female","BCA","1157","Street5","Kingpin Apts","Bangalore","560102","9003427823","Infosys","46023.24"
"1058","FName1058","LName1058","25-02-2000","Female","MCA","1158","Street4","Shoba Lake Apts","Pune","600001","9003427825","Apple","19220.73"
"1059","FName1059","LName1059","26-02-2000","Male","MBA","1159","Street3","Brigade Towers","Mumbai","400001","9003427833","Microsoft","74267.39"
"1060","FName1060","LName1060","27-02-2000","Female","B.Tech","1160","Street1","ABC Building","Chennai","560102","9003427843","Intel","64745.82"
"1061","FName1061","LName1061","28-02-2000","Male","M.Tech","1161","Street5","Kingpin Apts","Bangalore","560102","9003427848","Infosys","13232.98"
"1062","FName1062","LName1062","29-02-2000","Male","BBA","1162","Street3","Brigade Towers","Mumbai","400001","9003427855","Microsoft","108491.21"
"1063","FName1063","LName1063","1/3/2000","Female","BE","1163","Street5","Kingpin Apts","Bangalore","560102","9003427863","Infosys","46625.43"
"1064","FName1064","LName1064","2/3/2000","Female","B.Com","1164","Street2","Prestige Lake City","Hyderabad","560102","9003427869","Google","110269.09"
"1065","FName1065","LName1065","3/3/2000","Female","B.Sc","1165","Street1","ABC Building","Chennai","560102","9003427874","Intel","54239.54"
"1066","FName1066","LName1066","4/3/2000","Male","BCA","1166","Street4","Shoba Lake Apts","Pune","600001","9003427879","Apple","59467.02"
"1067","FName1067","LName1067","5/3/2000","Female","MCA","1167","Street5","Kingpin Apts","Bangalore","560102","9003427881","Infosys","5217.19"
"1068","FName1068","LName1068","6/3/2000","Female","MBA","1168","Street2","Prestige Lake City","Hyderabad","560102","9003427891","Google","10166.09"
"1069","FName1069","LName1069","7/3/2000","Male","B.Tech","1169","Street5","Kingpin Apts","Bangalore","560102","9003427893","Infosys","27760.41"
"1070","FName1070","LName1070","8/3/2000","Female","M.Tech","1170","Street1","ABC Building","Chennai","560102","9003427898","Intel","28761.43"
"1071","FName1071","LName1071","9/3/2000","Male","BBA","1171","Street3","Brigade Towers","Mumbai","400001","9003427905","Microsoft","86397.68"
"1072","FName1072","LName1072","10/3/2000","Male","BE","1172","Street2","Prestige Lake City","Hyderabad","560102","9003427911","Google","63954.22"
"1073","FName1073","LName1073","11/3/2000","Female","B.Com","1173","Street5","Kingpin Apts","Bangalore","560102","9003427915","Infosys","14019.97"
"1074","FName1074","LName1074","12/3/2000","Female","B.Sc","1174","Street3","Brigade Towers","Mumbai","400001","9003427923","Microsoft","37431.86"
"1075","FName1075","LName1075","13-03-2000","Female","BCA","1175","Street1","ABC Building","Chennai","560102","9003427924","Intel","9345.33"
"1076","FName1076","LName1076","14-03-2000","Male","MCA","1176","Street2","Prestige Lake City","Hyderabad","560102","9003427925","Google","44721.4"
"1077","FName1077","LName1077","15-03-2000","Female","MBA","1177","Street3","Brigade Towers","Mumbai","400001","9003427931","Microsoft","75734.33"
"1078","FName1078","LName1078","16-03-2000","Female","B.Tech","1178","Street4","Shoba Lake Apts","Pune","600001","9003427941","Apple","66503.4"
"1079","FName1079","LName1079","17-03-2000","Male","M.Tech","1179","Street5","Kingpin Apts","Bangalore","560102","9003427944","Infosys","26845.08"
"1080","FName1080","LName1080","18-03-2000","Female","BBA","1180","Street1","ABC Building","Chennai","560102","9003427946","Intel","29909.41"
"1081","FName1081","LName1081","19-03-2000","Male","BE","1181","Street5","Kingpin Apts","Bangalore","560102","9003427951","Infosys","27103.91"
"1082","FName1082","LName1082","20-03-2000","Male","B.Com","1182","Street4","Shoba Lake Apts","Pune","600001","9003427960","Apple","22448"
"1083","FName1083","LName1083","21-03-2000","Female","B.Sc","1183","Street3","Brigade Towers","Mumbai","400001","9003427968","Microsoft","1675.92"
"1084","FName1084","LName1084","22-03-2000","Female","BCA","1184","Street2","Prestige Lake City","Hyderabad","560102","9003427973","Google","119693.62"
"1085","FName1085","LName1085","23-03-2000","Female","MCA","1185","Street1","ABC Building","Chennai","560102","9003427977","Intel","40376.8"
"1086","FName1086","LName1086","24-03-2000","Male","MBA","1186","Street3","Brigade Towers","Mumbai","400001","9003427981","Microsoft","102716.79"
"1087","FName1087","LName1087","25-03-2000","Female","B.Tech","1187","Street5","Kingpin Apts","Bangalore","560102","9003427983","Infosys","23997.3"
"1088","FName1088","LName1088","26-03-2000","Female","M.Tech","1188","Street2","Prestige Lake City","Hyderabad","560102","9003427983","Google","132479.01"
"1089","FName1089","LName1089","27-03-2000","Male","BBA","1189","Street3","Brigade Towers","Mumbai","400001","9003427986","Microsoft","7959.4"
"1090","FName1090","LName1090","28-03-2000","Female","BE","1190","Street1","ABC Building","Chennai","560102","9003427988","Intel","19977.51"
"1091","FName1091","LName1091","29-03-2000","Male","B.Com","1191","Street5","Kingpin Apts","Bangalore","560102","9003427996","Infosys","14467.36"
"1092","FName1092","LName1092","30-03-2000","Male","B.Sc","1192","Street2","Prestige Lake City","Hyderabad","560102","9003428004","Google","94415.79"
"1093","FName1093","LName1093","31-03-2000","Female","BCA","1193","Street5","Kingpin Apts","Bangalore","560102","9003428006","Infosys","41721.92"
"1094","FName1094","LName1094","1/4/2000","Female","MCA","1194","Street4","Shoba Lake Apts","Pune","600001","9003428007","Apple","90865.55"
"1095","FName1095","LName1095","2/4/2000","Female","MBA","1195","Street1","ABC Building","Chennai","560102","9003428017","Intel","26698.2"
"1096","FName1096","LName1096","3/4/2000","Male","B.Tech","1196","Street2","Prestige Lake City","Hyderabad","560102","9003428022","Google","28651.11"
"1097","FName1097","LName1097","4/4/2000","Female","M.Tech","1197","Street5","Kingpin Apts","Bangalore","560102","9003428022","Infosys","15350.52"
"1098","FName1098","LName1098","5/4/2000","Female","BBA","1198","Street3","Brigade Towers","Mumbai","400001","9003428030","Microsoft","65798.63"
"1099","FName1099","LName1099","6/4/2000","Male","BE","1199","Street5","Kingpin Apts","Bangalore","560102","9003428037","Infosys","41102.06"
"1100","FName1100","LName1100","7/4/2000","Female","B.Com","1200","Street1","ABC Building","Chennai","560102","9003428040","Intel","57292.78"
"1101","FName1101","LName1101","8/4/2000","Male","B.Sc","1201","Street3","Brigade Towers","Mumbai","400001","9003428050","Microsoft","90743.9"
"1102","FName1102","LName1102","9/4/2000","Male","BCA","1202","Street4","Shoba Lake Apts","Pune","600001","9003428055","Apple","52248.18"
"1103","FName1103","LName1103","10/4/2000","Female","MCA","1203","Street5","Kingpin Apts","Bangalore","560102","9003428060","Infosys","30718.32"
"1104","FName1104","LName1104","11/4/2000","Female","MBA","1204","Street2","Prestige Lake City","Hyderabad","560102","9003428067","Google","80975.21"
"1105","FName1105","LName1105","12/4/2000","Female","B.Tech","1205","Street1","ABC Building","Chennai","560102","9003428068","Intel","132.12"
"1106","FName1106","LName1106","13-04-2000","Male","M.Tech","1206","Street4","Shoba Lake Apts","Pune","600001","9003428073","Apple","38417.66"
"1107","FName1107","LName1107","14-04-2000","Female","BBA","1207","Street3","Brigade Towers","Mumbai","400001","9003428082","Microsoft","51427.57"
"1108","FName1108","LName1108","15-04-2000","Female","BE","1208","Street2","Prestige Lake City","Hyderabad","560102","9003428090","Google","42468.04"
"1109","FName1109","LName1109","16-04-2000","Male","B.Com","1209","Street5","Kingpin Apts","Bangalore","560102","9003428095","Infosys","42276.44"
"1110","FName1110","LName1110","17-04-2000","Female","B.Sc","1210","Street1","ABC Building","Chennai","560102","9003428104","Intel","26816.88"
"1111","FName1111","LName1111","18-04-2000","Male","BCA","1211","Street5","Kingpin Apts","Bangalore","560102","9003428106","Infosys","39160.42"
"1112","FName1112","LName1112","19-04-2000","Male","MCA","1212","Street2","Prestige Lake City","Hyderabad","560102","9003428112","Google","59143.38"
"1113","FName1113","LName1113","20-04-2000","Female","MBA","1213","Street3","Brigade Towers","Mumbai","400001","9003428116","Microsoft","56393.98"
"1114","FName1114","LName1114","21-04-2000","Female","B.Tech","1214","Street4","Shoba Lake Apts","Pune","600001","9003428123","Apple","35805.06"
"1115","FName1115","LName1115","22-04-2000","Female","M.Tech","1215","Street1","ABC Building","Chennai","560102","9003428129","Intel","34708.37"
"1116","FName1116","LName1116","23-04-2000","Male","BBA","1216","Street2","Prestige Lake City","Hyderabad","560102","9003428137","Google","46427.98"
"1117","FName1117","LName1117","24-04-2000","Female","BE","1217","Street5","Kingpin Apts","Bangalore","560102","9003428146","Infosys","40251.75"
"1118","FName1118","LName1118","25-04-2000","Female","B.Com","1218","Street4","Shoba Lake Apts","Pune","600001","9003428153","Apple","95011.77"
"1119","FName1119","LName1119","26-04-2000","Male","B.Sc","1219","Street3","Brigade Towers","Mumbai","400001","9003428159","Microsoft","13154.25"
"1120","FName1120","LName1120","27-04-2000","Female","BCA","1220","Street1","ABC Building","Chennai","560102","9003428159","Intel","4312.05"
"1121","FName1121","LName1121","28-04-2000","Male","MCA","1221","Street5","Kingpin Apts","Bangalore","560102","9003428167","Infosys","721.45"
"1122","FName1122","LName1122","29-04-2000","Male","MBA","1222","Street3","Brigade Towers","Mumbai","400001","9003428173","Microsoft","93070.43"
"1123","FName1123","LName1123","30-04-2000","Female","B.Tech","1223","Street5","Kingpin Apts","Bangalore","560102","9003428174","Infosys","25070.07"
"1124","FName1124","LName1124","1/5/2000","Female","M.Tech","1224","Street2","Prestige Lake City","Hyderabad","560102","9003428174","Google","135290.55"
"1125","FName1125","LName1125","2/5/2000","Female","BBA","1225","Street1","ABC Building","Chennai","560102","9003428179","Intel","9151.93"
"1126","FName1126","LName1126","3/5/2000","Male","BE","1226","Street4","Shoba Lake Apts","Pune","600001","9003428186","Apple","16367.6"
"1127","FName1127","LName1127","4/5/2000","Female","B.Com","1227","Street5","Kingpin Apts","Bangalore","560102","9003428195","Infosys","21543.58"
"1128","FName1128","LName1128","5/5/2000","Female","B.Sc","1228","Street2","Prestige Lake City","Hyderabad","560102","9003428199","Google","109479.8"
"1129","FName1129","LName1129","6/5/2000","Male","BCA","1229","Street5","Kingpin Apts","Bangalore","560102","9003428205","Infosys","26372.17"
"1130","FName1130","LName1130","7/5/2000","Female","MCA","1230","Street1","ABC Building","Chennai","560102","9003428207","Intel","71463.48"
"1131","FName1131","LName1131","8/5/2000","Male","MBA","1231","Street3","Brigade Towers","Mumbai","400001","9003428213","Microsoft","66545.41"
"1132","FName1132","LName1132","9/5/2000","Male","B.Tech","1232","Street2","Prestige Lake City","Hyderabad","560102","9003428221","Google","121113.44"
"1133","FName1133","LName1133","10/5/2000","Female","M.Tech","1233","Street5","Kingpin Apts","Bangalore","560102","9003428231","Infosys","49010.54"
"1134","FName1134","LName1134","11/5/2000","Female","BBA","1234","Street3","Brigade Towers","Mumbai","400001","9003428234","Microsoft","37508.91"
"1135","FName1135","LName1135","12/5/2000","Female","BE","1235","Street1","ABC Building","Chennai","560102","9003428243","Intel","5574.78"
"1136","FName1136","LName1136","13-05-2000","Male","B.Com","1236","Street2","Prestige Lake City","Hyderabad","560102","9003428249","Google","67564.23"
"1137","FName1137","LName1137","14-05-2000","Female","B.Sc","1237","Street3","Brigade Towers","Mumbai","400001","9003428258","Microsoft","14753.18"
"1138","FName1138","LName1138","15-05-2000","Female","BCA","1238","Street4","Shoba Lake Apts","Pune","600001","9003428265","Apple","109017.63"
"1139","FName1139","LName1139","16-05-2000","Male","MCA","1239","Street5","Kingpin Apts","Bangalore","560102","9003428272","Infosys","13013.6"
"1140","FName1140","LName1140","17-05-2000","Female","MBA","1240","Street1","ABC Building","Chennai","560102","9003428278","Intel","12625.32"
"1141","FName1141","LName1141","18-05-2000","Male","B.Tech","1241","Street5","Kingpin Apts","Bangalore","560102","9003428288","Infosys","37822.35"
"1142","FName1142","LName1142","19-05-2000","Male","M.Tech","1242","Street4","Shoba Lake Apts","Pune","600001","9003428292","Apple","81260"
"1143","FName1143","LName1143","20-05-2000","Female","BBA","1243","Street3","Brigade Towers","Mumbai","400001","9003428297","Microsoft","466.12"
"1144","FName1144","LName1144","21-05-2000","Female","BE","1244","Street2","Prestige Lake City","Hyderabad","560102","9003428301","Google","135323.24"
"1145","FName1145","LName1145","22-05-2000","Female","B.Com","1245","Street1","ABC Building","Chennai","560102","9003428301","Intel","28936.05"
"1146","FName1146","LName1146","23-05-2000","Male","B.Sc","1246","Street3","Brigade Towers","Mumbai","400001","9003428309","Microsoft","95858.05"
"1147","FName1147","LName1147","24-05-2000","Female","BCA","1247","Street5","Kingpin Apts","Bangalore","560102","9003428312","Infosys","46093.82"
"1148","FName1148","LName1148","25-05-2000","Female","MCA","1248","Street2","Prestige Lake City","Hyderabad","560102","9003428318","Google","80006.83"
"1149","FName1149","LName1149","26-05-2000","Male","MBA","1249","Street3","Brigade Towers","Mumbai","400001","9003428322","Microsoft","21002"
"1150","FName1150","LName1150","27-05-2000","Female","B.Tech","1250","Street1","ABC Building","Chennai","560102","9003428329","Intel","12452.59"
"1151","FName1151","LName1151","28-05-2000","Male","M.Tech","1251","Street5","Kingpin Apts","Bangalore","560102","9003428338","Infosys","23281.76"
"1152","FName1152","LName1152","29-05-2000","Male","BBA","1252","Street2","Prestige Lake City","Hyderabad","560102","9003428345","Google","22183.2"
"1153","FName1153","LName1153","30-05-2000","Female","BE","1253","Street5","Kingpin Apts","Bangalore","560102","9003428347","Infosys","1859.49"
"1154","FName1154","LName1154","31-05-2000","Female","B.Com","1254","Street4","Shoba Lake Apts","Pune","600001","9003428352","Apple","60895.33"
"1155","FName1155","LName1155","1/6/2000","Female","B.Sc","1255","Street1","ABC Building","Chennai","560102","9003428357","Intel","63571.08"
"1156","FName1156","LName1156","2/6/2000","Male","BCA","1256","Street2","Prestige Lake City","Hyderabad","560102","9003428362","Google","72418.9"
"1157","FName1157","LName1157","3/6/2000","Female","MCA","1257","Street5","Kingpin Apts","Bangalore","560102","9003428364","Infosys","38411.89"
"1158","FName1158","LName1158","4/6/2000","Female","MBA","1258","Street3","Brigade Towers","Mumbai","400001","9003428367","Microsoft","52087.69"
"1159","FName1159","LName1159","5/6/2000","Male","B.Tech","1259","Street5","Kingpin Apts","Bangalore","560102","9003428371","Infosys","32831.66"
"1160","FName1160","LName1160","6/6/2000","Female","M.Tech","1260","Street1","ABC Building","Chennai","560102","9003428375","Intel","49148.68"
"1161","FName1161","LName1161","7/6/2000","Male","BBA","1261","Street3","Brigade Towers","Mumbai","400001","9003428378","Microsoft","26496.33"
"1162","FName1162","LName1162","8/6/2000","Male","BE","1262","Street4","Shoba Lake Apts","Pune","600001","9003428384","Apple","111394.72"
"1163","FName1163","LName1163","9/6/2000","Female","B.Com","1263","Street5","Kingpin Apts","Bangalore","560102","9003428386","Infosys","24312.58"
"1164","FName1164","LName1164","10/6/2000","Female","B.Sc","1264","Street2","Prestige Lake City","Hyderabad","560102","9003428393","Google","128671.4"
"1165","FName1165","LName1165","11/6/2000","Female","BCA","1265","Street1","ABC Building","Chennai","560102","9003428403","Intel","45731.89"
"1166","FName1166","LName1166","12/6/2000","Male","MCA","1266","Street4","Shoba Lake Apts","Pune","600001","9003428410","Apple","41001.67"
"1167","FName1167","LName1167","13-06-2000","Female","MBA","1267","Street3","Brigade Towers","Mumbai","400001","9003428418","Microsoft","104153.2"
"1168","FName1168","LName1168","14-06-2000","Female","B.Tech","1268","Street2","Prestige Lake City","Hyderabad","560102","9003428425","Google","137493.51"
"1169","FName1169","LName1169","15-06-2000","Male","M.Tech","1269","Street5","Kingpin Apts","Bangalore","560102","9003428428","Infosys","26131.03"
"1170","FName1170","LName1170","16-06-2000","Female","BBA","1270","Street1","ABC Building","Chennai","560102","9003428431","Intel","71813.53"
"1171","FName1171","LName1171","17-06-2000","Male","BE","1271","Street5","Kingpin Apts","Bangalore","560102","9003428437","Infosys","27525.8"
"1172","FName1172","LName1172","18-06-2000","Male","B.Com","1272","Street2","Prestige Lake City","Hyderabad","560102","9003428441","Google","85956.69"
"1173","FName1173","LName1173","19-06-2000","Female","B.Sc","1273","Street3","Brigade Towers","Mumbai","400001","9003428442","Microsoft","77366.55"
"1174","FName1174","LName1174","20-06-2000","Female","BCA","1274","Street4","Shoba Lake Apts","Pune","600001","9003428450","Apple","34707.47"
"1175","FName1175","LName1175","21-06-2000","Female","MCA","1275","Street1","ABC Building","Chennai","560102","9003428452","Intel","621.8"
"1176","FName1176","LName1176","22-06-2000","Male","MBA","1276","Street2","Prestige Lake City","Hyderabad","560102","9003428459","Google","24727.75"
"1177","FName1177","LName1177","23-06-2000","Female","B.Tech","1277","Street5","Kingpin Apts","Bangalore","560102","9003428469","Infosys","8365.96"
"1178","FName1178","LName1178","24-06-2000","Female","M.Tech","1278","Street4","Shoba Lake Apts","Pune","600001","9003428478","Apple","63249.43"
"1179","FName1179","LName1179","25-06-2000","Male","BBA","1279","Street3","Brigade Towers","Mumbai","400001","9003428487","Microsoft","37493.99"
"1180","FName1180","LName1180","26-06-2000","Female","BE","1280","Street1","ABC Building","Chennai","560102","9003428491","Intel","53627.32"
"1181","FName1181","LName1181","27-06-2000","Male","B.Com","1281","Street5","Kingpin Apts","Bangalore","560102","9003428499","Infosys","37933.41"
"1182","FName1182","LName1182","28-06-2000","Male","B.Sc","1282","Street3","Brigade Towers","Mumbai","400001","9003428503","Microsoft","40356"
"1183","FName1183","LName1183","29-06-2000","Female","BCA","1283","Street5","Kingpin Apts","Bangalore","560102","9003428509","Infosys","44119.26"
"1184","FName1184","LName1184","30-06-2000","Female","MCA","1284","Street2","Prestige Lake City","Hyderabad","560102","9003428516","Google","23697.83"
"1185","FName1185","LName1185","1/7/2000","Female","MBA","1285","Street1","ABC Building","Chennai","560102","9003428519","Intel","26231.25"
"1186","FName1186","LName1186","2/7/2000","Male","B.Tech","1286","Street4","Shoba Lake Apts","Pune","600001","9003428522","Apple","28387.16"
"1187","FName1187","LName1187","3/7/2000","Female","M.Tech","1287","Street5","Kingpin Apts","Bangalore","560102","9003428524","Infosys","30540.65"
"1188","FName1188","LName1188","4/7/2000","Female","BBA","1288","Street2","Prestige Lake City","Hyderabad","560102","9003428527","Google","33789.68"
"1189","FName1189","LName1189","5/7/2000","Male","BE","1289","Street5","Kingpin Apts","Bangalore","560102","9003428531","Infosys","31451.62"
"1190","FName1190","LName1190","6/7/2000","Female","B.Com","1290","Street1","ABC Building","Chennai","560102","9003428539","Intel","29310"
"1191","FName1191","LName1191","7/7/2000","Male","B.Sc","1291","Street3","Brigade Towers","Mumbai","400001","9003428543","Microsoft","61968.9"
"1192","FName1192","LName1192","8/7/2000","Male","BCA","1292","Street2","Prestige Lake City","Hyderabad","560102","9003428546","Google","123484.02"
"1193","FName1193","LName1193","9/7/2000","Female","MCA","1293","Street5","Kingpin Apts","Bangalore","560102","9003428547","Infosys","27689.44"
"1194","FName1194","LName1194","10/7/2000","Female","MBA","1294","Street3","Brigade Towers","Mumbai","400001","9003428553","Microsoft","66155.69"
"1195","FName1195","LName1195","11/7/2000","Female","B.Tech","1295","Street1","ABC Building","Chennai","560102","9003428562","Intel","50525.71"
"1196","FName1196","LName1196","12/7/2000","Male","M.Tech","1296","Street2","Prestige Lake City","Hyderabad","560102","9003428571","Google","89465.46"
"1197","FName1197","LName1197","13-07-2000","Female","BBA","1297","Street3","Brigade Towers","Mumbai","400001","9003428576","Microsoft","94892.74"
"1198","FName1198","LName1198","14-07-2000","Female","BE","1298","Street4","Shoba Lake Apts","Pune","600001","9003428577","Apple","118073.6"
"1199","FName1199","LName1199","15-07-2000","Male","B.Com","1299","Street5","Kingpin Apts","Bangalore","560102","9003428586","Infosys","46476.57"
"1200","FName1200","LName1200","16-07-2000","Female","B.Sc","1300","Street1","ABC Building","Chennai","560102","9003428591","Intel","7785.65"
"1201","FName1201","LName1201","17-07-2000","Male","BCA","1301","Street5","Kingpin Apts","Bangalore","560102","9003428596","Infosys","49645.57"
"1202","FName1202","LName1202","18-07-2000","Male","MCA","1302","Street4","Shoba Lake Apts","Pune","600001","9003428600","Apple","62757.45"
"1203","FName1203","LName1203","19-07-2000","Female","MBA","1303","Street3","Brigade Towers","Mumbai","400001","9003428607","Microsoft","47943.48"
"1204","FName1204","LName1204","20-07-2000","Female","B.Tech","1304","Street2","Prestige Lake City","Hyderabad","560102","9003428612","Google","17393.99"
"1205","FName1205","LName1205","21-07-2000","Female","M.Tech","1305","Street1","ABC Building","Chennai","560102","9003428618","Intel","38272.82"
"1206","FName1206","LName1206","22-07-2000","Male","BBA","1306","Street3","Brigade Towers","Mumbai","400001","9003428628","Microsoft","50109.38"
"1207","FName1207","LName1207","23-07-2000","Female","BE","1307","Street5","Kingpin Apts","Bangalore","560102","9003428631","Infosys","315.03"
"1208","FName1208","LName1208","24-07-2000","Female","B.Com","1308","Street2","Prestige Lake City","Hyderabad","560102","9003428632","Google","98310.9"
"1209","FName1209","LName1209","25-07-2000","Male","B.Sc","1309","Street3","Brigade Towers","Mumbai","400001","9003428632","Microsoft","3221.25"
"1210","FName1210","LName1210","26-07-2000","Female","BCA","1310","Street1","ABC Building","Chennai","560102","9003428638","Intel","41500.23"
"1211","FName1211","LName1211","27-07-2000","Male","MCA","1311","Street5","Kingpin Apts","Bangalore","560102","9003428639","Infosys","1095.59"
"1212","FName1212","LName1212","28-07-2000","Male","MBA","1312","Street2","Prestige Lake City","Hyderabad","560102","9003428647","Google","84079.69"
"1213","FName1213","LName1213","29-07-2000","Female","B.Tech","1313","Street5","Kingpin Apts","Bangalore","560102","9003428647","Infosys","41816.91"
"1214","FName1214","LName1214","30-07-2000","Female","M.Tech","1314","Street4","Shoba Lake Apts","Pune","600001","9003428652","Apple","43091.87"
"1215","FName1215","LName1215","31-07-2000","Female","BBA","1315","Street1","ABC Building","Chennai","560102","9003428654","Intel","13349.86"
"1216","FName1216","LName1216","1/8/2000","Male","BE","1316","Street2","Prestige Lake City","Hyderabad","560102","9003428659","Google","140500.16"
"1217","FName1217","LName1217","2/8/2000","Female","B.Com","1317","Street5","Kingpin Apts","Bangalore","560102","9003428666","Infosys","29216.98"
"1218","FName1218","LName1218","3/8/2000","Female","B.Sc","1318","Street3","Brigade Towers","Mumbai","400001","9003428676","Microsoft","50447.8"
"1219","FName1219","LName1219","4/8/2000","Male","BCA","1319","Street5","Kingpin Apts","Bangalore","560102","9003428683","Infosys","8645.61"
"1220","FName1220","LName1220","5/8/2000","Female","MCA","1320","Street1","ABC Building","Chennai","560102","9003428689","Intel","3056.64"
"1221","FName1221","LName1221","6/8/2000","Male","MBA","1321","Street3","Brigade Towers","Mumbai","400001","9003428695","Microsoft","41475.2"
"1222","FName1222","LName1222","7/8/2000","Male","B.Tech","1322","Street4","Shoba Lake Apts","Pune","600001","9003428703","Apple","45449.23"
"1223","FName1223","LName1223","8/8/2000","Female","M.Tech","1323","Street5","Kingpin Apts","Bangalore","560102","9003428710","Infosys","20113.05"
"1224","FName1224","LName1224","9/8/2000","Female","BBA","1324","Street2","Prestige Lake City","Hyderabad","560102","9003428720","Google","112216.96"
"1225","FName1225","LName1225","10/8/2000","Female","BE","1325","Street1","ABC Building","Chennai","560102","9003428727","Intel","38178"
"1226","FName1226","LName1226","11/8/2000","Male","B.Com","1326","Street4","Shoba Lake Apts","Pune","600001","9003428737","Apple","64429.06"
"1227","FName1227","LName1227","12/8/2000","Female","B.Sc","1327","Street3","Brigade Towers","Mumbai","400001","9003428742","Microsoft","46603.4"
"1229","FName1229","LName1229","2/12/1999","Male","MCA","1329","Street5","Kingpin Apts","Bangalore","560102","9003428747","Infosys","40153.61"
"1230","FName1230","LName1230","3/12/1999","Female","MBA","1330","Street1","ABC Building","Chennai","560102","9003428750","Intel","14922.26"
"1231","FName1231","LName1231","4/12/1999","Male","B.Tech","1331","Street5","Kingpin Apts","Bangalore","560102","9003428752","Infosys","4502.94"
"1232","FName1232","LName1232","5/12/1999","Male","M.Tech","1332","Street2","Prestige Lake City","Hyderabad","560102","9003428758","Google","96787.55"
"1233","FName1233","LName1233","6/12/1999","Female","BBA","1333","Street3","Brigade Towers","Mumbai","400001","9003428760","Microsoft","2528.98"
"1234","FName1234","LName1234","7/12/1999","Female","BE","1334","Street4","Shoba Lake Apts","Pune","600001","9003428760","Apple","81304.02"
"1235","FName1235","LName1235","8/12/1999","Female","B.Com","1335","Street1","ABC Building","Chennai","560102","9003428762","Intel","36979.86"
"1236","FName1236","LName1236","9/12/1999","Male","B.Sc","1336","Street2","Prestige Lake City","Hyderabad","560102","9003428762","Google","29030.44"
"1237","FName1237","LName1237","10/12/1999","Female","BCA","1337","Street5","Kingpin Apts","Bangalore","560102","9003428770","Infosys","17035.88"
"1238","FName1238","LName1238","11/12/1999","Female","MCA","1338","Street4","Shoba Lake Apts","Pune","600001","9003428771","Apple","78846.28"
"1239","FName1239","LName1239","12/12/1999","Male","MBA","1339","Street3","Brigade Towers","Mumbai","400001","9003428778","Microsoft","85086.22"
"1240","FName1240","LName1240","13-12-1999","Female","B.Tech","1340","Street1","ABC Building","Chennai","560102","9003428786","Intel","62517.86"
"1241","FName1241","LName1241","14-12-1999","Male","M.Tech","1341","Street5","Kingpin Apts","Bangalore","560102","9003428788","Infosys","17438.26"
"1242","FName1242","LName1242","15-12-1999","Male","BBA","1342","Street3","Brigade Towers","Mumbai","400001","9003428797","Microsoft","104965.13"
"1243","FName1243","LName1243","16-12-1999","Female","BE","1343","Street5","Kingpin Apts","Bangalore","560102","9003428803","Infosys","6079.95"
"1244","FName1244","LName1244","17-12-1999","Female","B.Com","1344","Street2","Prestige Lake City","Hyderabad","560102","9003428813","Google","22995.56"
"1245","FName1245","LName1245","18-12-1999","Female","B.Sc","1345","Street1","ABC Building","Chennai","560102","9003428822","Intel","20153.38"
